1616636278632,-0.9412841797,0.2641601563,-0.1848144531,1.37195122,-3.170731707,-11.43292683,-1,0,0
1616636278638,-0.9028320313,0.2637939453,-0.1845703125,2.682926829,3.506097561,-7.774390244,-1,0,0.006
1616636278737,-0.9005126953,0.26171875,-0.1782226563,-3.506097561,1.676829268,-18.32317073,-1,0,0.105
1616636278738,-0.8950195313,0.2362060547,-0.1811523438,-2.804878049,2.865853659,-16.2195122,-1,0,0.106
1616636278842,-0.8989257813,0.2622070313,-0.1823730469,1.402439024,-1.402439024,-7.37804878,-1,0,0.21
1616636278844,-0.8977050781,0.2535400391,-0.1854248047,0.243902439,-0.5182926829,-7.804878049,-1,0,0.212
1616636278949,-0.8962402344,0.2166748047,-0.2209472656,-8.963414634,8.414634146,-16.76829268,-1,0,0.317
1616636278950,-0.8978271484,0.2091064453,-0.2219238281,-9.451219512,8.68902439,-17.01219512,-1,0,0.318
1616636279054,-0.8967285156,0.2127685547,-0.2225341797,0.9146341463,8.231707317,-15.91463415,-1,0,0.422
1616636279056,-0.8985595703,0.2174072266,-0.2288818359,-8.231707317,9.268292683,-7.743902439,-1,0,0.424
1616636279158,-0.9028320313,0.2130126953,-0.2210693359,-10.09146341,8.963414634,-7.530487805,-1,0,0.526
1616636279160,-0.8995361328,0.2581787109,-0.2238769531,-9.756097561,7.865853659,-7.713414634,-1,0,0.528
1616636279266,-0.8958740234,0.2364501953,-0.2260742188,-17.40853659,8.68902439,-7.37804878,-1,0,0.634
1616636279267,-0.9001464844,0.2598876953,-0.2283935547,-26.15853659,10.18292683,-17.28658537,-1,0,0.635
1616636279369,-0.9024658203,0.2589111328,-0.2048339844,-32.5304878,9.87804878,-12.34756098,-1,0,0.737
1616636279375,-0.9044189453,0.216796875,-0.2126464844,-39.3902439,8.932926829,-19.17682927,-1,0,0.743
1616636279475,-0.8946533203,0.2088623047,-0.2650146484,-39.51219512,-1.219512195,-18.87195122,-1,0,0.843
1616636279482,-0.8981933594,0.2097167969,-0.2392578125,-30.06097561,-2.286585366,-16.92073171,-1,0,0.85
