1.62E+12,-0.908203125,0.321411133,0.166992188,-1.25,-0.884146341,-3.170731707,-1,0,0
1.62E+12,-0.908447266,0.32409668,0.163208008,-1.981707317,-0.06097561,-1.25,-1,0,0.001
1.62E+12,-0.906982422,0.323852539,0.162841797,-3.475609756,7.957317073,7.957317073,-1,0,0.002
1.62E+12,-0.908813477,0.327392578,0.161865234,3.231707317,-0.152439024,-1.524390244,-1,0,0.162
1.62E+12,-0.908203125,0.297729492,0.161376953,2.195121951,-0.365853659,-2.62195122,-1,0,0.162
1.62E+12,-0.908569336,0.327880859,0.163330078,2.347560976,-0.091463415,3.81097561,-1,0,0.21
1.62E+12,-0.908569336,0.297851563,0.160766602,2.37804878,-0.762195122,1.676829268,-1,0,0.21
1.62E+12,-0.874267578,0.327758789,0.160400391,2.591463415,-1.31097561,1.280487805,-1,0,0.318
1.62E+12,-0.907836914,0.32434082,0.161010742,2.5,-0.762195122,0.853658537,-1,0,0.318
1.62E+12,-0.909423828,0.300415039,0.159179688,3.475609756,-1.402439024,0.670731707,-1,0,0.42
1.62E+12,-0.907714844,0.302612305,0.156616211,2.408536585,-1.067073171,2.652439024,-1,0,0.42
1.62E+12,-0.87487793,0.301391602,0.124267578,0.762195122,-0.945121951,1.798780488,-1,0,0.525
1.62E+12,-0.908325195,0.301147461,0.124267578,-8.384146341,-0.792682927,0.731707317,-1,0,0.525
1.62E+12,-0.906616211,0.29699707,0.124267578,-8.353658537,-0.823170732,-9.268292683,-1,0,0.63
1.62E+12,-0.908691406,0.326904297,0.124023438,0.213414634,8.414634146,-3.993902439,-1,0,0.63
1.62E+12,-0.909790039,0.297241211,0.12109375,0.731707317,9.115853659,-4.634146341,-1,0,0.735
1.62E+12,-0.912597656,0.327636719,0.118286133,1.524390244,9.93902439,-4.085365854,-1,0,0.735
1.62E+12,-0.910766602,0.321166992,0.118164063,2.926829268,10.0304878,-11.12804878,-1,0,0.84
1.62E+12,-0.909545898,0.28112793,0.116943359,-1.402439024,10.94512195,-7.530487805,-1,0,0.84
1.62E+12,-0.912963867,0.274902344,0.114868164,7.408536585,7.225609756,-12.77439024,-1,0,0.945
1.62E+12,-0.911132813,0.291992188,0.140380859,31.8902439,19.45121951,-26.61585366,-1,0,0.945
1.62E+12,-0.918579102,0.291625977,0.128295898,44.3902439,25.67073171,-34.20731707,-1,0,1.05
1.62E+12,-0.895019531,0.294921875,0.10925293,65.51829268,21.8597561,-40.97560976,-1,0,1.05
1.62E+12,-0.905273438,0.265991211,0.057983398,73.04878049,23.32317073,-49.66463415,-1,0,1.155
1.62E+12,-0.942749023,0.295532227,0.073608398,71.79878049,22.65243902,-56.95121951,-1,0,1.156
1.62E+12,-0.936035156,0.215087891,0.076904297,60.45731707,23.50609756,-59.11585366,-1,0,1.26
1.62E+12,-0.935668945,0.212402344,0.027709961,59.05487805,11.09756098,-70.15243902,-1,0,1.261
1.62E+12,-0.935546875,0.229003906,0.045288086,53.07926829,-2.530487805,-79.81707317,-1,0,1.365
1.62E+12,-0.927612305,0.181152344,0.036254883,54.84756098,0.731707317,-79.20731707,-1,0,1.365
1.62E+12,-0.927001953,0.166259766,-0.001464844,49.45121951,-9.573170732,-74.20731707,-1,0,1.47
1.62E+12,-0.925048828,0.124755859,-0.008300781,48.99390244,-11.40243902,-77.01219512,-1,0,1.47
1.62E+12,-0.935302734,0.1328125,-0.000244141,37.16463415,-4.085365854,-85.73170732,-1,0,1.575
